ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13208558,JG421589,08/29/2023 03:56:00 PM,058XX S PEORIA ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,0712,007,16,68,26,1171310,1865964,2023,09/14/2023 03:41:59 PM,41.78767082,-87.64741635,"(41.787670818, -87.64741635)"
13202053,JG413925,09/06/23 8:05,061XX S LANGLEY AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,0313,003,20,42,06,1181952,1864383,2023,09/14/2023 03:43:09 PM,41.78309281,-87.60844576,"(41.783092808, -87.60844576)"
13202116,JG414129,09/06/23 18:18,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1913,019,46,3,06,1168469,1929861,2023,09/14/2023 03:43:09 PM,41.96307079,-87.65598421,"(41.963070794, -87.655984213)"
13203267,JG415499,09/06/23 19:00,077XX S RIDGEWAY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0833,008,18,70,07,1152629,1853027,2023,09/14/2023 03:43:09 PM,41.75255818,-87.71625267,"(41.752558184, -87.716252667)"
13202410,JG414455,09/06/23 23:00,126XX S TORRENCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0433,004,10,55,07,1195862,1821766,2023,09/14/2023 03:43:09 PM,41.66581486,-87.55885388,"(41.665814864, -87.558853882)"
13201238,JG412984,09/06/23 1:34,052XX W OHIO ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,FALSE,TRUE,1524,015,37,25,04A,1141495,1903470,2023,09/14/2023 03:43:09 PM,41.89119345,-87.75581232,"(41.891193453, -87.755812324)"
13209443,JG422673,09/17/2004 12:00:00 AM,007XX W 47TH PL,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,FALSE,TRUE,0935,009,15,61,17,,,2004,09/23/2023 03:41:15 PM,,,
13208147,JG421273,04/19/2023 11:30:00 AM,036XX W ROOSEVELT RD,4230,KIDNAPPING,UNLAWFUL RESTRAINT,STREET,FALSE,FALSE,1133,011,24,29,26,1152475,1894470,2023,10/04/23 15:41,41.86628662,-87.71572561,"(41.866286618, -87.715725607)"
13202151,JG414189,09/06/23 20:01,050XX W SUPERIOR ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1531,015,37,25,05,1142680,1904504,2023,10/25/2023 03:41:44 PM,41.8940089,-87.75143458,"(41.894008903, -87.751434582)"
13202301,JG414325,09/06/23 23:25,047XX N ROCKWELL ST,0330,ROBBERY,AGGRAVATED,BAR OR TAVERN,TRUE,FALSE,1911,019,40,4,03,1158180,1931450,2023,11/01/23 15:40,41.96764805,-87.69376956,"(41.967648053, -87.693769564)"
13201190,JG412972,09/06/23 0:53,041XX W CERMAK RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,TRUE,1012,010,24,29,07,1148958,1889052,2023,09/14/2023 03:43:09 PM,41.85148767,-87.72877699,"(41.851487667, -87.728776988)"
13206821,JG419750,09/06/23 2:00,020XX W EVERGREEN AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1424,014,1,24,06,1162538,1909014,2023,09/14/2023 03:43:09 PM,41.90599196,-87.67837587,"(41.905991963, -87.678375871)"
13201957,JG414037,09/06/23 6:15,006XX W MONTROSE DR,0820,THEFT,$500 AND UNDER,LAKEFRONT / WATERFRONT / RIVERBANK,FALSE,FALSE,1915,019,46,3,06,1171215,1929505,2023,09/14/2023 03:43:09 PM,41.96203391,-87.64589873,"(41.96203391, -87.645898728)"
13202279,JG414326,09/06/23 23:50,073XX S RACINE AVE,031B,ROBBERY,ARMED - OTHER FIREARM,STREET,FALSE,TRUE,0734,007,17,67,03,1169587,1856300,2023,09/14/2023 03:43:09 PM,41.76118916,-87.65401376,"(41.761189159, -87.65401376)"
13201311,JG413000,09/06/23 2:35,083XX S INGLESIDE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,0632,006,8,44,04B,1184006,1849883,2023,09/14/2023 03:43:09 PM,41.74325563,-87.60136759,"(41.743255632, -87.601367592)"
13575266,JH401752,08/25/2024 05:32:00 PM,018XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2032,020,47,4,08B,1163385,1931915,2024,09/02/24 15:41,41.96881582,-87.67461815,"(41.968815819, -87.674618145)"
13201151,JG412993,09/06/23 2:00,117XX S STEWART AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,0522,005,21,53,04A,1175733,1827097,2023,09/14/2023 03:43:09 PM,41.68091676,-87.63235978,"(41.680916759, -87.632359783)"
13201778,JG413583,09/06/23 13:30,011XX S CANAL ST,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0124,001,28,28,03,1173303,1895451,2023,09/14/2023 03:43:09 PM,41.86854191,-87.63923536,"(41.868541914, -87.639235361)"
13209581,JG422927,08/01/21 0:00,012XX E 78TH ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,FALSE,0411,004,8,45,17,,,2021,09/14/2023 03:43:09 PM,,,
13202244,JG414262,09/06/23 21:55,035XX W ARMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1422,014,26,22,14,1152682,1913065,2023,09/14/2023 03:43:09 PM,41.91730907,-87.71447333,"(41.917309067, -87.714473331)"
13202813,JG414866,09/06/23 10:30,005XX E 33RD PL,0810,THEFT,OVER $500,STREET,FALSE,FALSE,0211,002,4,35,06,1180708,1882808,2023,09/14/2023 03:43:09 PM,41.83368122,-87.61243999,"(41.83368122, -87.612439993)"
13201572,JG413364,09/06/23 10:59,027XX N SPAULDING AVE,1020,ARSON,BY FIRE,STREET,FALSE,FALSE,1412,014,35,22,09,1153615,1917876,2023,09/14/2023 03:43:09 PM,41.93049232,-87.71091716,"(41.930492323, -87.710917158)"
13203575,JG414288,09/06/23 21:00,021XX E 68TH ST,0810,THEFT,OVER $500,STREET,FALSE,FALSE,0331,003,5,43,06,1191823,1860308,2023,09/14/2023 03:43:09 PM,41.77167666,-87.57238829,"(41.771676658, -87.572388286)"
13204322,JG416631,09/06/23 15:00,057XX S STATE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0232,002,20,40,06,1177260,1866758,2023,09/14/2023 03:43:09 PM,41.7897173,-87.62557633,"(41.789717304, -87.625576333)"
13575302,JH401421,08/25/2024 10:40:00 AM,034XX N LAKE SHORE DR,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1925,019,44,6,06,1172449,1923411,2024,09/02/24 15:41,41.94528454,-87.64154272,"(41.945284535, -87.641542722)"
13201614,JG413458,09/06/23 11:57,018XX S UNION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,1235,012,25,31,14,1171826,1891345,2023,09/14/2023 03:43:09 PM,41.85730738,-87.64477861,"(41.857307384, -87.644778606)"
13202202,JG414049,09/06/23 18:22,062XX N LEAVITT ST,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,FALSE,TRUE,2413,024,50,2,08A,1160515,1941569,2023,09/14/2023 03:43:09 PM,41.99536686,-87.68490232,"(41.995366855, -87.684902319)"
13202222,JG414277,09/06/23 22:52,036XX N CICERO AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,TRUE,FALSE,1731,017,30,15,26,1143720,1923978,2023,09/14/2023 03:43:09 PM,41.94742814,-87.74712604,"(41.947428137, -87.747126039)"
13201805,JG413678,09/06/23 14:45,031XX W FILLMORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1134,011,24,29,08B,1155404,1895201,2023,09/14/2023 03:43:09 PM,41.86823423,-87.70495329,"(41.868234232, -87.704953287)"
13203054,JG415263,09/07/23 0:00,100XX W BALMORAL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,FALSE,FALSE,1650,016,41,76,11,1108491,1934242,2023,09/14/2023 03:43:09 PM,41.97618213,-87.87642115,"(41.976182125, -87.876421145)"
13202515,JG414504,09/06/23 15:00,022XX E 100TH ST,0810,THEFT,OVER $500,STREET,FALSE,FALSE,0431,004,7,51,06,1192598,1839096,2023,09/14/2023 03:43:09 PM,41.71345022,-87.57023696,"(41.71345022, -87.570236958)"
13201693,JG413564,09/06/23 13:15,016XX W SHERWIN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,TRUE,TRUE,2423,024,49,1,26,1164204,1948720,2023,09/14/2023 03:43:09 PM,42.0149119,-87.6711289,"(42.014911903, -87.671128898)"
13207870,JG420877,08/29/2023 10:45:00 AM,045XX S DREXEL BLVD,0810,THEFT,OVER $500,NURSING / RETIREMENT HOME,FALSE,FALSE,0221,002,4,39,06,1182953,1875184,2023,09/14/2023 03:41:59 PM,41.81270843,-87.60444003,"(41.812708431, -87.60444003)"
13203247,JG415215,09/06/23 12:00,104XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,0512,005,9,49,06,1178871,1835534,2023,09/14/2023 03:43:09 PM,41.70399846,-87.62061763,"(41.70399846, -87.620617627)"
13205226,JG417674,09/06/23 12:00,035XX N ELSTON AVE,0810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1733,017,33,21,06,1154564,1923374,2023,09/14/2023 03:43:09 PM,41.94556028,-87.70728224,"(41.945560284, -87.707282238)"
13208248,JG421395,08/31/2023 12:00:00 PM,015XX N SEDGWICK ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1821,018,27,8,11,1173366,1910545,2023,09/14/2023 03:41:59 PM,41.90995935,-87.6385554,"(41.909959349, -87.638555401)"
13201787,JG413675,09/06/23 12:00,055XX N MELVINA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1622,016,45,11,07,1133739,1936226,2023,09/14/2023 03:43:09 PM,41.98121932,-87.78352534,"(41.981219319, -87.783525344)"
13201164,JG412976,09/06/23 1:28,023XX S WENTWORTH AVE,031A,ROBBERY,ARMED - HANDGUN,HOTEL / MOTEL,FALSE,FALSE,0914,009,11,34,03,1175346,1888589,2023,09/14/2023 03:43:09 PM,41.84966653,-87.63194093,"(41.849666532, -87.631940932)"
13202345,JG414387,09/06/23 23:30,021XX W ADDISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1921,019,32,5,08B,1161264,1923879,2023,09/14/2023 03:43:09 PM,41.94680911,-87.68264136,"(41.946809107, -87.682641363)"
13208444,JG421693,08/19/2023 03:00:00 PM,087XX S ASHLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2221,022,18,71,10,1167199,1846677,2023,09/14/2023 03:41:59 PM,41.73483371,-87.66304071,"(41.734833707, -87.663040714)"
13201271,JG413103,09/06/23 2:00,093XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0634,006,9,49,07,1176591,1843084,2023,09/14/2023 03:43:09 PM,41.72476817,-87.62874029,"(41.724768174, -87.628740293)"
13201501,JG413395,09/06/23 1:00,082XX S AVALON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0411,004,8,45,14,1185975,1850651,2023,09/14/2023 03:43:09 PM,41.74531692,-87.59412899,"(41.745316916, -87.59412899)"
13203927,JG415989,09/07/23 0:00,078XX S CRANDON AVE,0580,STALKING,SIMPLE,RESIDENCE,FALSE,FALSE,0414,004,7,43,08A,1192894,1853412,2023,09/14/2023 03:43:09 PM,41.75272743,-87.56868713,"(41.752727431, -87.568687129)"
13202039,JG413652,09/06/23 9:30,011XX W ALBION AVE,0810,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,2432,024,49,1,06,1167493,1944250,2023,09/14/2023 03:43:09 PM,42.0025757,-87.65915619,"(42.002575704, -87.65915619)"
13208529,JG421564,08/03/23 19:55,006XX S MICHIGAN AVE,0810,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,0114,001,42,32,06,1177375,1897517,2023,09/14/2023 03:41:59 PM,41.87411982,-87.62422367,"(41.874119819, -87.624223667)"
13575343,JH401821,08/25/2024 06:59:00 PM,006XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1834,018,42,8,08B,1177308,1904958,2024,09/02/24 15:41,41.89453984,-87.62424392,"(41.894539838, -87.624243916)"
13202166,JG414225,09/06/23 19:30,014XX W DEVON AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,2433,024,48,77,06,1165611,1942614,2023,09/14/2023 03:43:09 PM,41.99812694,-87.66612678,"(41.99812694, -87.66612678)"
13201684,JG413463,09/06/23 11:45,010XX N PULASKI RD,0460,BATTERY,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,1112,011,37,23,08B,1149534,1906544,2023,09/14/2023 03:43:09 PM,41.89947656,-87.72620879,"(41.899476558, -87.72620879)"
13201892,JG414051,09/06/23 18:00,037XX N HALSTED ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,TRUE,1925,019,46,6,04A,1170243,1925291,2023,09/14/2023 03:43:09 PM,41.9504919,-87.64959595,"(41.950491896, -87.649595954)"
13202063,JG413647,09/06/23 13:30,046XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,FALSE,FALSE,1623,016,45,15,06,1140652,1930355,2023,09/14/2023 03:43:09 PM,41.96498423,-87.75824607,"(41.96498423, -87.758246066)"
13202493,JG414512,09/06/23 17:30,050XX S BLACKSTONE AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,0222,002,4,39,06,1186773,1871970,2023,09/14/2023 03:43:09 PM,41.80379923,-87.59053031,"(41.803799227, -87.590530312)"
13201349,JG413136,09/06/23 7:40,006XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1832,018,42,8,06,1175423,1904617,2023,09/14/2023 03:43:09 PM,41.89364666,-87.63117714,"(41.893646656, -87.631177143)"
13202144,JG414180,09/06/23 19:35,056XX N RIDGE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2013,020,48,77,06,1167084,1937517,2023,09/14/2023 03:43:09 PM,41.98410903,-87.66085538,"(41.984109031, -87.660855375)"
13201447,JG413187,09/06/23 8:34,032XX W 87TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,0834,008,18,70,14,1156105,1846713,2023,09/14/2023 03:43:09 PM,41.73516241,-87.70368375,"(41.735162406, -87.703683752)"
13201967,JG414044,09/06/23 7:00,067XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0832,008,16,66,14,1160870,1859890,2023,09/14/2023 03:43:09 PM,41.7712251,-87.6858633,"(41.771225099, -87.685863303)"
13201209,JG413018,09/06/23 2:30,067XX S PULASKI RD,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,GAS STATION,FALSE,FALSE,0833,008,23,65,07,1150858,1859776,2023,09/14/2023 03:43:09 PM,41.77111324,-87.72256712,"(41.771113236, -87.722567122)"
13201862,JG413958,09/06/23 10:15,034XX N MARSHFIELD AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,FALSE,FALSE,1922,019,47,6,17,1164711,1922870,2023,09/14/2023 03:43:09 PM,41.94396785,-87.66999993,"(41.943967854, -87.669999929)"
13202628,JG414722,09/06/23 19:00,097XX S HOXIE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,FALSE,FALSE,0431,004,7,51,07,1195073,1840719,2023,09/14/2023 03:43:09 PM,41.71784334,-87.56111949,"(41.717843335, -87.561119489)"
13202755,JG414689,09/06/23 20:00,080XX S SAGINAW AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,FALSE,FALSE,0422,004,7,46,04A,1195242,1852096,2023,09/14/2023 03:43:09 PM,41.74905864,-87.56012618,"(41.749058639, -87.560126182)"
13201716,JG413232,09/06/23 8:30,114XX S PULASKI RD,0560,ASSAULT,SIMPLE,CTA BUS STOP,FALSE,FALSE,2211,022,19,74,08A,1151756,1828328,2023,09/14/2023 03:43:09 PM,41.68479668,-87.7200966,"(41.684796684, -87.720096595)"
13203674,JG414668,09/06/23 9:00,092XX S NORMAL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2223,022,9,73,06,1174586,1843723,2023,09/14/2023 03:43:09 PM,41.72656648,-87.63606562,"(41.726566477, -87.636065622)"
13201767,JG413499,09/06/23 11:41,0000X E CEDAR ST,1120,DECEPTIVE PRACTICE,FORGERY,STREET,TRUE,FALSE,1824,018,42,8,10,1176540,1907814,2023,03/18/2024 03:40:19 PM,41.90239422,-87.62697816,"(41.902394222, -87.626978162)"
13202476,JG414487,09/06/23 19:00,106XX S YATES AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,FALSE,FALSE,0434,004,10,51,07,1194343,1835028,2023,09/14/2023 03:43:09 PM,41.7022446,-87.56397937,"(41.702244602, -87.563979373)"
13202152,JG413757,09/06/23 15:15,036XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),FALSE,TRUE,0915,009,11,60,08B,1172228,1880850,2023,09/14/2023 03:43:09 PM,41.82849936,-87.64361241,"(41.828499363, -87.64361241)"
13202250,JG413905,09/06/23 16:30,006XX E 75TH ST,0620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,FALSE,FALSE,0624,006,6,69,05,1181950,1855430,2023,09/14/2023 03:43:09 PM,41.75852494,-87.60872964,"(41.758524942, -87.60872964)"
13204448,JG415797,09/06/23 6:30,014XX W BLACKHAWK ST,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1433,014,1,24,06,1166598,1909431,2023,09/14/2023 03:43:09 PM,41.90705021,-87.6634501,"(41.907050205, -87.663450096)"
13201849,JG413752,09/06/23 15:32,029XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1931,019,32,6,06,1165142,1919763,2023,09/14/2023 03:43:09 PM,41.93543292,-87.66850434,"(41.935432921, -87.668504341)"
13206369,JG418704,09/06/23 9:41,064XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2432,024,49,1,06,1167108,1942847,2023,09/14/2023 03:43:09 PM,41.99873416,-87.66061312,"(41.998734156, -87.660613118)"
13201950,JG414086,09/06/23 19:03,040XX W ARMITAGE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,TRUE,FALSE,2525,025,26,20,26,1149233,1912986,2023,09/14/2023 03:43:09 PM,41.91715988,-87.72714715,"(41.91715988, -87.727147152)"
13202685,JG414574,09/06/23 23:00,047XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1113,011,28,25,07,1144781,1899601,2023,09/14/2023 03:43:09 PM,41.88051514,-87.7438419,"(41.880515138, -87.743841898)"
13208086,JG421225,08/07/23 0:00,037XX N TROY ST,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,FALSE,FALSE,1733,017,33,16,10,1154723,1924647,2023,09/14/2023 03:41:59 PM,41.9490503,-87.7066636,"(41.949050296, -87.706663599)"
13201532,JG413369,09/06/23 7:10,0000X E DELAWARE PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SMALL RETAIL STORE,FALSE,TRUE,1833,018,42,8,26,1176296,1906628,2023,09/14/2023 03:43:09 PM,41.89914529,-87.62791022,"(41.899145291, -87.627910223)"
13201908,JG414061,09/06/23 15:57,012XX S LAKE SHORE DR NB,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),FALSE,FALSE,0132,001,4,33,06,1178818,1894964,2023,09/14/2023 03:43:09 PM,41.86708141,-87.61900371,"(41.867081407, -87.619003708)"
13201598,JG413426,09/06/23 10:30,082XX S INGLESIDE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,0631,006,8,44,26,1183998,1850563,2023,09/14/2023 03:43:09 PM,41.74512181,-87.60137571,"(41.745121812, -87.601375711)"
13202882,JG414945,09/06/23 20:10,032XX N PITTSBURGH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER (SPECIFY),FALSE,FALSE,1631,016,38,17,11,1120525,1920493,2023,09/14/2023 03:43:09 PM,41.9382685,-87.83246165,"(41.938268503, -87.832461653)"
13202209,JG414282,09/06/23 22:18,080XX S PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0621,006,17,71,14,1171707,1851447,2023,09/14/2023 03:43:09 PM,41.7478257,-87.64638584,"(41.7478257, -87.646385835)"
13203365,JG415523,09/06/23 18:00,032XX W OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1121,011,27,23,07,1154851,1903819,2023,09/14/2023 03:43:09 PM,41.89189399,-87.70675248,"(41.891893989, -87.706752484)"
13201479,JG413182,09/06/23 7:40,0000X W TERMINAL ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,TRUE,FALSE,1655,016,41,76,15,1104700,1933741,2023,09/14/2023 03:43:09 PM,41.97486195,-87.89037215,"(41.974861952, -87.890372151)"
13202217,JG414273,09/06/23 21:10,046XX S SPAULDING AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,FALSE,TRUE,0821,008,12,58,20,1155161,1873610,2023,09/14/2023 03:43:09 PM,41.80899079,-87.70642393,"(41.808990794, -87.70642393)"
13207921,JG420973,08/14/2023 03:00:00 PM,077XX S HERMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,0611,006,17,71,05,1166024,1853400,2023,09/14/2023 03:41:59 PM,41.75330763,-87.66715475,"(41.753307626, -87.667154745)"
13202655,JG414507,09/06/23 22:00,040XX W 47TH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0815,008,14,57,06,1150059,1873158,2023,09/14/2023 03:43:09 PM,41.80785104,-87.725149,"(41.807851044, -87.725149)"
13576499,JH402243,08/25/2024 07:00:00 PM,005XX N MICHIGAN AVE,0810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,1834,018,42,8,06,1177337,1904027,2024,09/02/24 15:41,41.89198447,-87.62416567,"(41.891984471, -87.62416567)"
13575617,JH401072,08/25/2024 03:35:00 AM,074XX S EBERHART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,0323,003,6,69,08B,1180862,1855846,2024,09/02/24 15:41,41.75969157,-87.61270427,"(41.759691569, -87.612704267)"
13202293,JG414323,09/06/23 23:58,040XX N KENMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1915,019,46,3,14,1168440,1927188,2023,09/14/2023 03:43:09 PM,41.95573662,-87.6561685,"(41.955736616, -87.656168497)"
13201370,JG413267,09/06/23 1:30,064XX S SEELEY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,0726,007,16,67,08A,1163804,1861867,2023,09/14/2023 03:43:09 PM,41.77658914,-87.67505278,"(41.776589139, -87.675052781)"
13203868,JG414159,09/06/23 17:40,011XX S DELANO CT E,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,FALSE,TRUE,0123,001,34,32,20,1175172,1895311,2023,09/16/2023 03:41:56 PM,41.86811607,-87.63237812,"(41.868116071, -87.632378118)"
13202023,JG413619,09/06/23 13:26,051XX S CARPENTER ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,FALSE,FALSE,0934,009,20,61,15,1170186,1870718,2023,09/29/2023 03:41:29 PM,41.80074086,-87.65139931,"(41.800740861, -87.651399312)"
13204911,JG413452,09/06/23 11:20,013XX S CLINTON ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0124,001,28,28,06,1172924,1894302,2023,09/14/2023 03:43:09 PM,41.86539738,-87.64066078,"(41.865397377, -87.640660777)"
13208507,JG421651,06/12/23 15:00,005XX E 44TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0221,002,3,38,07,1180728,1875631,2023,09/14/2023 03:41:59 PM,41.81398653,-87.61258752,"(41.813986532, -87.61258752)"
13574647,JH401054,08/25/2024 03:37:00 AM,053XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0231,002,3,40,07,1178506,1869660,2024,09/02/24 15:41,41.79765243,-87.62091948,"(41.797652429, -87.62091948)"
13201879,JG413767,09/06/23 15:30,068XX N KEDZIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,2411,024,50,2,08A,1153849,1945170,2023,09/14/2023 03:43:09 PM,42.00538405,-87.70932675,"(42.005384054, -87.709326751)"
13202084,JG413830,09/06/23 15:33,041XX S PULASKI RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,0815,008,14,57,06,1150366,1876794,2023,09/14/2023 03:43:09 PM,41.81782278,-87.72392842,"(41.817822779, -87.72392842)"
13208403,JG421644,06/05/23 12:00,014XX W MORSE AVE,0810,THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,2431,024,49,1,06,1165450,1946172,2023,09/14/2023 03:41:59 PM,42.00789361,-87.66661712,"(42.007893607, -87.66661712)"
13201634,JG413241,09/06/23 9:11,018XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1225,012,27,28,08A,1164248,1898656,2023,09/14/2023 03:43:09 PM,41.87753281,-87.67238752,"(41.877532811, -87.672387519)"
13202292,JG412948,09/06/23 0:40,082XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,0614,006,17,71,14,1165120,1850031,2023,09/14/2023 03:43:09 PM,41.74408176,-87.67056268,"(41.744081763, -87.670562675)"
13201489,JG413332,09/06/23 6:00,008XX N MILWAUKEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1213,012,27,24,08B,1168439,1905831,2023,09/14/2023 03:43:09 PM,41.89713193,-87.65679165,"(41.897131925, -87.656791646)"
