ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13202855,JG414591,09/06/23 15:15,019XX S ARCHER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SCHOOL - PUBLIC GROUNDS,FALSE,TRUE,0131,001,3,33,08B,1176341,1890924,2023,09/14/2023 03:43:09 PM,41.85605158,-87.62821881,"(41.856051578, -87.628218813)"
13202138,JG414167,09/06/23 20:00,035XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1732,017,35,21,06,1152045,1921047,2023,09/14/2023 03:43:09 PM,41.93922493,-87.71660276,"(41.939224931, -87.716602756)"
13203048,JG414176,09/06/23 7:30,033XX W ALTGELD ST,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1413,014,35,22,06,1153563,1916420,2023,09/14/2023 03:43:09 PM,41.92649798,-87.71114707,"(41.926497977, -87.711147073)"
13207457,JG419448,09/06/23 14:20,032XX N OCONTO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1631,016,29,17,11,1127183,1920736,2023,09/14/2023 03:43:09 PM,41.93882597,-87.80798602,"(41.938825971, -87.807986017)"
13202295,JG414305,09/06/23 22:25,057XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0813,008,13,56,14,1145661,1866093,2023,09/14/2023 03:43:09 PM,41.78854784,-87.74145836,"(41.788547837, -87.741458362)"
13203232,JG415468,09/06/23 1:00,017XX N LUNA AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2532,025,37,25,06,1139132,1910993,2023,09/14/2023 03:43:09 PM,41.91188078,-87.76430735,"(41.911880784, -87.764307348)"
13574832,JH401162,08/25/2024 05:31:00 AM,003XX E 47TH ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,0224,002,3,38,05,1179376,1873936,2024,09/02/24 15:41,41.80936632,-87.61759851,"(41.809366319, -87.617598507)"
13202939,JG414564,09/06/23 18:00,048XX S DORCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0222,002,4,39,14,1186381,1873144,2023,09/14/2023 03:43:09 PM,41.80703006,-87.59193081,"(41.807030055, -87.591930811)"
13203527,JG415578,09/06/23 21:30,043XX N TROY ST,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",APARTMENT,FALSE,FALSE,1724,017,33,16,07,1154605,1928647,2023,09/14/2023 03:43:09 PM,41.96002893,-87.70698989,"(41.960028926, -87.706989887)"
13208574,JG413480,09/06/23 8:00,108XX S AVENUE H,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,SCHOOL - PUBLIC BUILDING,FALSE,TRUE,0432,004,10,52,08B,1202852,1833756,2023,09/14/2023 03:43:09 PM,41.69854131,-87.53286584,"(41.698541312, -87.532865844)"
13208576,JG420847,07/07/23 4:00,091XX S MARQUETTE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,0423,004,7,48,06,1195849,1844794,2023,09/14/2023 03:41:59 PM,41.72900636,-87.55814297,"(41.729006364, -87.558142967)"
13202108,JG413998,09/06/23 18:05,002XX E CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,FALSE,FALSE,1833,018,2,8,14,1178058,1905778,2023,09/14/2023 03:43:09 PM,41.89677291,-87.62146443,"(41.896772914, -87.621464432)"
13202318,JG414200,09/06/23 20:30,073XX S MAY ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,0733,007,17,68,04A,1169923,1856132,2023,09/14/2023 03:43:09 PM,41.76072086,-87.65278717,"(41.760720857, -87.652787167)"
13204315,JG416732,09/07/23 0:00,126XX S TORRENCE AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0433,004,10,55,06,1195862,1821766,2023,09/14/2023 03:43:09 PM,41.66581486,-87.55885388,"(41.665814864, -87.558853882)"
13202354,JG414329,09/06/23 23:50,031XX W LEXINGTON ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,TRUE,1134,011,24,27,04B,1155568,1896532,2023,09/14/2023 03:43:09 PM,41.87188334,-87.7043154,"(41.87188334, -87.704315401)"
13202875,JG414013,09/06/23 17:47,0000X S DEARBORN ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,0112,001,34,32,11,1175945,1900240,2023,09/14/2023 03:43:09 PM,41.88162419,-87.62939191,"(41.881624191, -87.629391908)"
13202376,JG413623,09/06/23 13:50,008XX N LA SALLE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1832,018,2,8,07,1174994,1905840,2023,09/14/2023 03:43:09 PM,41.89701226,-87.63271602,"(41.897012256, -87.632716018)"
13208009,JG421109,09/01/23 13:00,027XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,0133,001,4,35,11,1178045,1886507,2023,09/14/2023 03:41:59 PM,41.84389246,-87.62209863,"(41.843892459, -87.622098627)"
13201728,JG413482,09/06/23 11:40,057XX S CICERO AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,TRUE,FALSE,0813,008,13,56,15,1145654,1866253,2023,09/14/2023 03:43:09 PM,41.78898704,-87.74147999,"(41.788987036, -87.74147999)"
13201224,JG413024,09/06/23 3:50,047XX W IRVING PARK RD,1330,CRIMINAL TRESPASS,TO LAND,CONSTRUCTION SITE,FALSE,FALSE,1722,017,45,15,26,1143937,1926169,2023,09/14/2023 03:43:09 PM,41.95343636,-87.74627323,"(41.953436358, -87.746273229)"
13201675,JG413495,09/06/23 11:58,076XX S EAST END AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,0414,004,8,43,06,1188859,1854758,2023,09/14/2023 03:43:09 PM,41.75651843,-87.58343052,"(41.756518432, -87.583430519)"
13201974,JG413907,09/06/23 16:15,021XX N CALIFORNIA AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,FALSE,TRUE,1414,014,1,22,20,1157345,1914452,2023,09/14/2023 03:43:09 PM,41.92102149,-87.69730355,"(41.921021491, -87.69730355)"
13201218,JG412982,09/06/23 1:45,036XX N WESTERN AVE,0330,ROBBERY,AGGRAVATED,RESTAURANT,TRUE,FALSE,1921,019,47,5,03,1159732,1924004,2023,12/21/2023 03:40:18 PM,41.94718389,-87.68826909,"(41.947183891, -87.688269091)"
13576960,JH403801,08/25/2024 06:30:00 AM,057XX S SAWYER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0822,008,14,63,07,1155695,1866424,2024,09/02/24 15:41,41.78926071,-87.70465807,"(41.789260705, -87.704658073)"
13208289,JG421455,07/17/2023 01:00:00 PM,029XX W 71ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,0831,008,18,66,11,1158093,1857414,2023,09/14/2023 03:41:59 PM,41.7644875,-87.69611012,"(41.764487502, -87.696110119)"
13201707,JG413732,09/06/23 14:45,094XX S WESTERN AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2221,022,19,72,11,1162034,1841932,2023,09/14/2023 03:43:09 PM,41.72192149,-87.68209468,"(41.72192149, -87.682094682)"
13202022,JG414099,09/06/23 18:50,025XX W 51ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,SIDEWALK,FALSE,TRUE,0923,009,15,63,08A,1160392,1870774,2023,09/14/2023 03:43:09 PM,41.80110214,-87.68731572,"(41.801102138, -87.687315724)"
13201379,JG413144,09/06/23 7:00,040XX N ELSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1723,017,45,16,08B,1150910,1926680,2023,09/14/2023 03:43:09 PM,41.95470465,-87.72062622,"(41.954704646, -87.720626224)"
13203353,JG415538,09/06/23 14:04,039XX N BERNARD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,1732,017,35,16,26,1152695,1925975,2023,09/14/2023 03:43:09 PM,41.95273487,-87.71408296,"(41.95273487, -87.714082963)"
13201768,JG413831,09/06/23 13:00,014XX W SHERWIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,2423,024,49,1,14,1165311,1948754,2023,09/14/2023 03:43:09 PM,42.01498163,-87.66705459,"(42.014981628, -87.667054591)"
13578642,JH405795,08/26/2024 12:00:00 AM,056XX S MARYLAND AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,0235,002,5,41,02,1182875,1867708,2024,09/02/24 15:41,41.7921955,-87.60495851,"(41.792195498, -87.604958508)"
13202102,JG414094,09/06/23 18:55,015XX W DEVON AVE,0560,ASSAULT,SIMPLE,GAS STATION,FALSE,FALSE,2432,024,49,1,08A,1165030,1942601,2023,09/14/2023 03:43:09 PM,41.99810367,-87.66826445,"(41.998103671, -87.668264445)"
13201158,JG412928,09/06/23 0:02,132XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,0533,005,10,54,08B,1185526,1817951,2023,09/14/2023 03:43:09 PM,41.65559462,-87.59679886,"(41.655594621, -87.596798862)"
13202480,JG413174,09/06/23 8:48,050XX S LAKE SHORE DR W,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,0222,002,5,39,06,1188637,1871936,2023,09/14/2023 03:43:09 PM,41.80366152,-87.58369528,"(41.803661521, -87.583695281)"
13201677,JG413600,09/06/23 12:24,025XX W TOUHY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,2411,024,50,2,11,1158075,1947687,2023,09/14/2023 03:43:09 PM,42.01220521,-87.69370974,"(42.012205212, -87.693709742)"
13202249,JG414232,09/06/23 20:20,013XX W 76TH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,TRUE,0612,006,17,71,04A,1168613,1854368,2023,09/14/2023 03:43:09 PM,41.75590855,-87.65763916,"(41.755908546, -87.65763916)"
13203854,JG416014,09/06/23 10:00,100XX W OHARE ST,0820,THEFT,$500 AND UNDER,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,FALSE,FALSE,1651,016,41,76,06,1100658,1934241,2023,09/14/2023 03:43:09 PM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
13203505,JG414425,09/06/23 19:00,061XX S TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0823,008,15,66,14,1156436,1863832,2023,09/14/2023 03:43:09 PM,41.78213298,-87.70201083,"(41.782132982, -87.702010828)"
13207889,JG420911,09/04/23 5:00,017XX W 18TH PL,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1234,012,25,31,06,1164989,1891117,2023,09/14/2023 03:41:59 PM,41.85682944,-87.66988071,"(41.856829444, -87.669880705)"
13203258,JG415488,09/07/23 0:00,0000X E 21ST ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,0131,001,3,33,26,1177315,1890284,2023,09/14/2023 03:43:09 PM,41.85427337,-87.62466317,"(41.854273371, -87.624663171)"
13201761,JG413474,09/06/23 12:16,039XX W ROOSEVELT RD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,TRUE,FALSE,1132,011,24,29,18,1150143,1894416,2023,09/14/2023 03:43:09 PM,41.86618416,-87.72428806,"(41.866184155, -87.72428806)"
13202350,JG414341,09/06/23 0:08,009XX N HARDING AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,TRUE,1112,011,37,23,04A,1149884,1905981,2023,09/14/2023 03:43:09 PM,41.89792483,-87.7249379,"(41.897924825, -87.724937898)"
13201790,JG413743,09/06/23 9:00,056XX W ADDISON ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,1633,016,30,15,02,1138069,1923370,2023,09/14/2023 03:43:09 PM,41.9458639,-87.76791271,"(41.945863902, -87.767912706)"
13202299,JG414354,09/06/23 8:00,040XX N ELSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1723,017,45,16,08B,1150910,1926680,2023,09/14/2023 03:43:09 PM,41.95470465,-87.72062622,"(41.954704646, -87.720626224)"
13201181,JG412973,09/06/23 0:55,002XX S WABASH AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,TRUE,FALSE,0113,001,34,32,04B,1176847,1899313,2023,09/14/2023 03:43:09 PM,41.8790601,-87.62610788,"(41.879060101, -87.626107881)"
13201264,JG413037,09/06/23 4:32,014XX W FRY ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,FALSE,FALSE,1213,012,27,24,07,1166439,1905779,2023,09/14/2023 03:43:09 PM,41.89703228,-87.66413882,"(41.897032275, -87.664138817)"
13208167,JG421223,09/03/23 7:00,017XX N NORTH PARK AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1814,018,43,7,06,1173845,1911996,2023,09/14/2023 03:41:59 PM,41.9139303,-87.63675248,"(41.913930301, -87.636752477)"
13201265,JG413064,09/06/23 6:08,096XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2223,022,21,73,08B,1172677,1840886,2023,09/25/2023 03:41:39 PM,41.71882357,-87.64314179,"(41.718823567, -87.643141787)"
13202049,JG413586,09/06/23 6:00,020XX W WARREN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1223,012,27,28,14,1162830,1900353,2023,09/14/2023 03:43:09 PM,41.88221937,-87.67754642,"(41.882219372, -87.677546419)"
13208476,JG421464,08/08/23 12:00,009XX E 48TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,APARTMENT,FALSE,FALSE,0222,002,4,39,11,1183541,1873387,2023,09/14/2023 03:41:59 PM,41.80776362,-87.60233933,"(41.807763621, -87.602339331)"
13208013,JG419972,08/28/2023 12:00:00 PM,0000X S HOYNE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,1223,012,27,28,26,1162416,1899845,2023,09/14/2023 03:41:59 PM,41.88083405,-87.67908085,"(41.880834047, -87.679080847)"
13203396,JG415429,09/06/23 13:00,034XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1412,014,35,22,06,1153078,1918408,2023,09/14/2023 03:43:09 PM,41.93196285,-87.71287637,"(41.931962854, -87.712876373)"
13574878,JH401268,08/25/2024 09:38:00 AM,025XX W DEVON AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,FALSE,FALSE,2413,024,50,2,26,1158385,1942396,2024,09/02/24 15:41,41.99768017,-87.69271478,"(41.997680166, -87.692714775)"
13203422,JG415340,09/06/23 15:00,013XX S FEDERAL ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,0131,001,3,33,05,1175988,1894195,2023,09/14/2023 03:43:09 PM,41.86503537,-87.62941605,"(41.865035371, -87.62941605)"
13202079,JG413871,09/06/23 1:00,031XX N SPAULDING AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1412,014,35,21,06,1153838,1920688,2023,09/14/2023 03:43:09 PM,41.93820422,-87.71002255,"(41.938204223, -87.710022552)"
13201360,JG413078,09/06/23 4:45,008XX W 122ND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,TRUE,FALSE,0524,005,21,53,07,1172760,1823945,2023,09/14/2023 03:43:09 PM,41.67233302,-87.64333486,"(41.672333016, -87.643334855)"
13201589,JG413494,09/06/23 12:30,052XX S RACINE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),PARK PROPERTY,TRUE,FALSE,0934,009,20,61,18,1169213,1870056,2023,09/14/2023 03:43:09 PM,41.79894539,-87.65498678,"(41.798945386, -87.654986779)"
13201828,JG413828,09/06/23 15:30,049XX W BELLE PLAINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1624,016,45,15,07,1142453,1926798,2023,09/14/2023 03:43:09 PM,41.95519016,-87.75171292,"(41.955190155, -87.751712919)"
13203083,JG415307,09/06/23 3:30,034XX N SEMINARY AVE,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1924,019,44,6,06,1168332,1923183,2023,09/14/2023 03:43:09 PM,41.94474908,-87.65668177,"(41.944749075, -87.656681766)"
13201959,JG413938,09/06/23 2:00,056XX N JERSEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1711,017,39,13,07,1154015,1937153,2023,09/14/2023 03:43:09 PM,41.9833817,-87.70893109,"(41.983381702, -87.708931089)"
13201206,JG413004,09/06/23 3:05,081XX S ALBANY AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,FALSE,FALSE,0835,008,18,70,07,1157129,1850471,2023,09/14/2023 03:43:09 PM,41.74545436,-87.69983085,"(41.745454358, -87.699830848)"
13202319,JG414308,09/06/23 23:26,025XX W NORTH AVE,031A,ROBBERY,ARMED - HANDGUN,TAVERN / LIQUOR STORE,FALSE,FALSE,1423,014,1,24,03,1159369,1910557,2023,09/14/2023 03:43:09 PM,41.91029188,-87.68997426,"(41.910291883, -87.689974258)"
13206042,JG418679,09/06/23 7:20,011XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,1212,012,1,24,06,1160197,1907701,2023,09/14/2023 03:43:09 PM,41.90243771,-87.68701156,"(41.902437713, -87.687011559)"
13201417,JG413092,09/06/23 6:20,077XX S JEFFERY BLVD,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,FALSE,FALSE,0414,004,8,43,03,1190877,1854145,2023,09/14/2023 03:43:09 PM,41.7547878,-87.57605484,"(41.754787799, -87.576054836)"
13201147,JG412991,09/06/23 1:17,001XX W 9TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0123,001,34,32,15,1175112,1896259,2023,09/14/2023 03:43:09 PM,41.87071879,-87.63256998,"(41.870718789, -87.632569976)"
13202481,JG414494,09/06/23 18:30,016XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,1814,018,43,7,06,1176670,1911085,2023,09/14/2023 03:43:09 PM,41.91136705,-87.62640164,"(41.911367051, -87.626401638)"
13202263,JG414291,09/06/23 23:12,001XX W 112TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,0522,005,9,49,08B,1177315,1830687,2023,09/14/2023 03:43:09 PM,41.69073279,-87.62646106,"(41.69073279, -87.626461055)"
13201314,JG413134,09/06/23 8:03,046XX N SPAULDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,1713,017,33,14,26,1153540,1930822,2023,09/14/2023 03:43:09 PM,41.96601856,-87.71084725,"(41.966018559, -87.710847252)"
13203342,JG414775,09/06/23 1:00,007XX W BUENA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1915,019,46,3,14,1170637,1928215,2023,09/14/2023 03:43:09 PM,41.95850682,-87.64806171,"(41.958506815, -87.648061706)"
13202140,JG414209,09/06/23 12:05,051XX S LEAMINGTON AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,0814,008,23,56,06,1142895,1870156,2023,09/14/2023 03:43:09 PM,41.79974919,-87.75149962,"(41.799749186, -87.751499618)"
13204188,JG415084,09/06/23 16:15,103XX S WENTWORTH AVE,0560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,0512,005,21,49,08A,1176774,1836565,2023,09/14/2023 03:43:09 PM,41.70687504,-87.62826552,"(41.706875037, -87.628265515)"
13201667,JG413551,09/06/23 13:20,028XX E 130TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,FALSE,TRUE,0433,004,10,55,04A,1196894,1819361,2023,09/14/2023 03:43:09 PM,41.65918975,-87.55515666,"(41.659189752, -87.555156663)"
13202028,JG414040,09/06/23 17:51,053XX W LAKE ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,TRUE,FALSE,1523,015,37,25,03,1140865,1902057,2023,10/15/2023 03:41:21 PM,41.88732762,-87.75816083,"(41.88732762, -87.758160825)"
13575392,JH401916,08/25/2024 08:06:00 PM,016XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,2535,025,26,23,14,1149466,1910591,2024,09/02/24 15:41,41.91058325,-87.72635338,"(41.91058325, -87.726353375)"
13202791,JG414799,09/06/23 15:57,054XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,0934,009,16,61,08B,1170566,1868906,2023,09/14/2023 03:43:09 PM,41.79576025,-87.65005855,"(41.795760253, -87.65005855)"
13201285,JG413053,09/06/23 4:00,074XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,0334,003,7,43,08B,1195764,1856629,2023,09/14/2023 03:43:09 PM,41.76148464,-87.55806373,"(41.761484638, -87.55806373)"
13202557,JG414656,09/06/23 21:00,108XX S BENSLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0434,004,10,51,14,1194575,1833737,2023,09/14/2023 03:43:09 PM,41.69869627,-87.56317214,"(41.698696274, -87.563172144)"
13202186,JG414239,09/06/23 21:12,076XX S DAMEN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,TRUE,FALSE,0611,006,17,71,26,1164348,1854091,2023,09/14/2023 03:43:09 PM,41.75523928,-87.67327725,"(41.755239277, -87.673277249)"
13201906,JG414009,09/06/23 18:25,005XX N STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1834,018,42,8,15,1176280,1903770,2023,09/14/2023 03:43:09 PM,41.89130316,-87.62805528,"(41.891303157, -87.628055281)"
13575432,JH401069,08/25/2024 03:48:00 AM,002XX W GARFIELD BLVD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA PLATFORM,FALSE,FALSE,0935,009,20,37,04B,1175647,1868500,2024,09/02/24 15:41,41.79453381,-87.63143854,"(41.794533814, -87.631438536)"
13575077,JH401573,08/25/2024 02:45:00 PM,016XX W NORTH AVE,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,FALSE,FALSE,1433,014,1,24,06,1165350,1910724,2024,09/02/24 15:41,41.91062494,-87.66799767,"(41.910624936, -87.667997673)"
13202211,JG414195,09/06/23 16:00,067XX N SEELEY AVE,0890,THEFT,FROM BUILDING,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,2412,024,40,2,06,1161411,1944567,2023,09/14/2023 03:43:09 PM,42.00357479,-87.68152243,"(42.003574794, -87.681522434)"
13203032,JG415164,09/06/23 15:30,030XX N BROADWAY,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,FALSE,FALSE,1934,019,44,6,06,1171721,1920469,2023,09/14/2023 03:43:09 PM,41.93722767,-87.64430547,"(41.937227668, -87.644305471)"
13201481,JG413298,09/06/23 2:00,070XX S UNION AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,0732,007,6,68,06,1172852,1858258,2023,09/14/2023 03:43:09 PM,41.76649077,-87.64198964,"(41.766490771, -87.641989643)"
13201702,JG413664,09/06/23 13:40,003XX W 47TH ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,0925,009,20,37,06,1174994,1873796,2023,09/14/2023 03:43:09 PM,41.80908117,-87.63367498,"(41.809081165, -87.633674979)"
13203875,JG414990,09/06/23 12:23,073XX N WASHTENAW AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,FALSE,FALSE,2411,024,50,2,08B,1157092,1948758,2023,09/14/2023 03:43:09 PM,42.01516417,-87.69729739,"(42.015164168, -87.697297389)"
13201784,JG413792,09/06/23 15:22,004XX E 69TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,0322,003,6,69,04B,1180275,1859361,2023,09/14/2023 03:43:09 PM,41.76935057,-87.61474798,"(41.769350572, -87.614747976)"
13202304,JG414296,09/06/23 19:00,015XX N FREMONT ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1822,018,2,8,06,1169965,1910237,2023,09/14/2023 03:43:09 PM,41.9091891,-87.6510582,"(41.909189095, -87.651058196)"
13201749,JG413735,09/06/23 14:00,028XX N PINE GROVE AVE,0890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1934,019,44,6,06,1172533,1919093,2023,09/14/2023 03:43:09 PM,41.93343392,-87.64136209,"(41.933433923, -87.641362086)"
13208058,JG421176,09/05/23 13:00,022XX S PULASKI RD,0870,THEFT,POCKET-PICKING,OTHER (SPECIFY),FALSE,FALSE,1013,010,22,29,06,1150054,1889039,2023,09/14/2023 03:41:59 PM,41.85143075,-87.72475471,"(41.851430749, -87.724754706)"
13201575,JG413467,09/06/23 12:06,019XX N WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1421,014,1,22,08B,1158057,1912939,2023,09/14/2023 03:43:09 PM,41.91685518,-87.69472889,"(41.916855183, -87.694728891)"
13201873,JG413740,09/06/23 9:00,041XX W ADDISON ST,0820,THEFT,$500 AND UNDER,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,FALSE,FALSE,1731,017,30,16,06,1147926,1923602,2023,09/14/2023 03:43:09 PM,41.94631639,-87.73167542,"(41.946316385, -87.731675415)"
13202334,JG414371,09/06/23 21:00,070XX S CLAREMONT AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,TRUE,TRUE,0832,008,17,66,04A,1161948,1858017,2023,09/14/2023 03:43:09 PM,41.76606298,-87.68196371,"(41.766062984, -87.681963712)"
13201463,JG413242,09/06/23 8:30,061XX N SHERIDAN RD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,2433,024,48,77,08A,1168514,1940972,2023,09/14/2023 03:43:09 PM,41.9935587,-87.6554955,"(41.993558695, -87.655495503)"
